Pays,Catégorie,Item,Valeur,Plage,Valeur_nettoyee,Plage_nettoyee,Plage_min,Plage_max
republic of the congo,rent per month,apartment (1 bedroom) in city centre,980.39 €,"368.26-1,837.80",980.39,"(368.26, 1.837)",368.26,1.837
republic of the congo,rent per month,apartment (1 bedroom) outside of centre,356.25 €,183.78-643.23,356.25,"(183.78, 643.23)",183.78,643.23
republic of the congo,rent per month,apartment (3 bedrooms) in city centre,"2,727.47 €","2,209.55-3,675.60",2.727,"(209.55, 3.675)",209.55,3.675
republic of the congo,rent per month,apartment (3 bedrooms) outside of centre,"1,226.13 €","367.56-1,837.80",1.226,"(367.56, 1.837)",367.56,1.837
republic of the congo,buy apartment price,price per square meter to buy apartment in city centre,"3,156.91 €",,3.156,,,
republic of the congo,buy apartment price,price per square meter to buy apartment outside of centre,"2,713.73 €",,2.713,,,
republic of the congo,salaries and financing,average monthly net salary (after tax),419.23 €,,419.23,,,
republic of the congo,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.54,,6.54,,,
reunion,rent per month,apartment (1 bedroom) in city centre,725.00 €,"600.00-1,000.00",725.0,"(600.0, 1.0)",600.0,1.0
reunion,rent per month,apartment (1 bedroom) outside of centre,550.00 €,500.00-700.00,550.0,"(500.0, 700.0)",500.0,700.0
reunion,rent per month,apartment (3 bedrooms) in city centre,"1,260.00 €","900.00-2,330.00",1.26,"(900.0, 2.33)",900.0,2.33
reunion,rent per month,apartment (3 bedrooms) outside of centre,900.00 €,"700.00-1,250.00",900.0,"(700.0, 1.25)",700.0,1.25
reunion,buy apartment price,price per square meter to buy apartment in city centre,"3,000.00 €",,3.0,,,
reunion,buy apartment price,price per square meter to buy apartment outside of centre,"2,650.00 €",,2.65,,,
reunion,salaries and financing,average monthly net salary (after tax),"1,822.00 €",,1.822,,,
reunion,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.00,,4.0,,,
romania,rent per month,apartment (1 bedroom) in city centre,435.08 €,301.39-703.24,435.08,"(301.39, 703.24)",301.39,703.24
romania,rent per month,apartment (1 bedroom) outside of centre,319.24 €,200.93-502.32,319.24,"(200.93, 502.32)",200.93,502.32
romania,rent per month,apartment (3 bedrooms) in city centre,750.21 €,"500.00-1,306.03",750.21,"(500.0, 1.306)",500.0,1.306
romania,rent per month,apartment (3 bedrooms) outside of centre,536.86 €,361.67-904.17,536.86,"(361.67, 904.17)",361.67,904.17
romania,buy apartment price,price per square meter to buy apartment in city centre,"2,211.54 €","1,406.49-4,000.00",2.211,"(406.49, 4.0)",406.49,4.0
romania,buy apartment price,price per square meter to buy apartment outside of centre,"1,563.76 €","1,105.10-2,569.31",1.563,"(105.1, 2.569)",105.1,2.569
romania,salaries and financing,average monthly net salary (after tax),921.42 €,,921.42,,,
romania,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.83,5.75-9.00,6.83,"(5.75, 9.0)",5.75,9.0
russia,rent per month,apartment (1 bedroom) in city centre,393.80 €,"236.55-1,101.19",393.8,"(236.55, 1.101)",236.55,1.101
russia,rent per month,apartment (1 bedroom) outside of centre,272.49 €,161.28-667.45,272.49,"(161.28, 667.45)",161.28,667.45
russia,rent per month,apartment (3 bedrooms) in city centre,727.86 €,"413.50-2,477.60",727.86,"(413.5, 2.477)",413.5,2.477
russia,rent per month,apartment (3 bedrooms) outside of centre,490.90 €,"268.81-1,203.81",490.9,"(268.81, 1.203)",268.81,1.203
russia,buy apartment price,price per square meter to buy apartment in city centre,"1,979.14 €","1,182.75-7,344.82",1.979,"(182.75, 7.344)",182.75,7.344
russia,buy apartment price,price per square meter to buy apartment outside of centre,"1,382.27 €","860.18-3,445.56",1.382,"(860.18, 3.445)",860.18,3.445
russia,salaries and financing,average monthly net salary (after tax),599.95 €,,599.95,,,
russia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",15.51,8.00-25.00,15.51,"(8.0, 25.0)",8.0,25.0
rwanda,rent per month,apartment (1 bedroom) in city centre,421.05 €,195.98-700.00,421.05,"(195.98, 700.0)",195.98,700.0
rwanda,rent per month,apartment (1 bedroom) outside of centre,250.07 €,65.33-459.45,250.07,"(65.33, 459.45)",65.33,459.45
rwanda,rent per month,apartment (3 bedrooms) in city centre,870.43 €,"326.64-1,829.19",870.43,"(326.64, 1.829)",326.64,1.829
rwanda,rent per month,apartment (3 bedrooms) outside of centre,500.42 €,228.65-918.90,500.42,"(228.65, 918.9)",228.65,918.9
rwanda,buy apartment price,price per square meter to buy apartment in city centre,"16,330.02 €","1,487.55-32,664.16",16.33,"(487.55, 32.664)",487.55,32.664
rwanda,buy apartment price,price per square meter to buy apartment outside of centre,"18,455.25 €","9,799.25-26,131.33",18.455,"(799.25, 26.131)",799.25,26.131
rwanda,salaries and financing,average monthly net salary (after tax),215.58 €,,215.58,,,
rwanda,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",16.43,15.00-18.00,16.43,"(15.0, 18.0)",15.0,18.0
saint helena,rent per month,apartment (1 bedroom) in city centre,614.12 €,594.31-653.74,614.12,"(594.31, 653.74)",594.31,653.74
saint helena,rent per month,apartment (1 bedroom) outside of centre,534.88 €,475.45-594.31,534.88,"(475.45, 594.31)",475.45,594.31
saint helena,rent per month,apartment (3 bedrooms) in city centre,624.02 €,594.31-653.74,624.02,"(594.31, 653.74)",594.31,653.74
saint helena,rent per month,apartment (3 bedrooms) outside of centre,570.54 €,463.56-653.74,570.54,"(463.56, 653.74)",463.56,653.74
saint helena,salaries and financing,average monthly net salary (after tax),775.90 €,,775.9,,,
saint helena,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.20,5.40-7.00,6.2,"(5.4, 7.0)",5.4,7.0
saint kitts and nevis,rent per month,apartment (1 bedroom) in city centre,909.71 €,"643.23-1,167.00",909.71,"(643.23, 1.167)",643.23,1.167
saint kitts and nevis,rent per month,apartment (1 bedroom) outside of centre,673.86 €,597.29-781.07,673.86,"(597.29, 781.07)",597.29,781.07
saint kitts and nevis,rent per month,apartment (3 bedrooms) in city centre,"3,822.62 €","3,216.15-4,429.10",3.822,"(216.15, 4.429)",216.15,4.429
saint kitts and nevis,rent per month,apartment (3 bedrooms) outside of centre,"2,484.11 €","1,020.04-4,594.50",2.484,"(20.04, 4.594)",20.04,4.594
saint kitts and nevis,buy apartment price,price per square meter to buy apartment in city centre,"4,594.50 €",,4.594,,,
saint kitts and nevis,buy apartment price,price per square meter to buy apartment outside of centre,"3,675.60 €",,3.675,,,
saint kitts and nevis,salaries and financing,average monthly net salary (after tax),"1,020.04 €",,1.02,,,
saint lucia,rent per month,apartment (1 bedroom) in city centre,495.00 €,306.01-666.20,495.0,"(306.01, 666.2)",306.01,666.2
saint lucia,rent per month,apartment (1 bedroom) outside of centre,356.09 €,204.01-510.02,356.09,"(204.01, 510.02)",204.01,510.02
saint lucia,rent per month,apartment (3 bedrooms) in city centre,819.38 €,"680.02-1,020.04",819.38,"(680.02, 1.02)",680.02,1.02
saint lucia,rent per month,apartment (3 bedrooms) outside of centre,586.90 €,510.02-680.02,586.9,"(510.02, 680.02)",510.02,680.02
saint lucia,buy apartment price,price per square meter to buy apartment in city centre,130.75 €,91.50-170.01,130.75,"(91.5, 170.01)",91.5,170.01
saint lucia,buy apartment price,price per square meter to buy apartment outside of centre,148.28 €,58.56-238.01,148.28,"(58.56, 238.01)",58.56,238.01
saint lucia,salaries and financing,average monthly net salary (after tax),782.03 €,,782.03,,,
saint lucia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.75,7.00-8.50,7.75,"(7.0, 8.5)",7.0,8.5
saint vincent and the grenadines,rent per month,apartment (1 bedroom) in city centre,351.35 €,272.01-510.02,351.35,"(272.01, 510.02)",272.01,510.02
saint vincent and the grenadines,rent per month,apartment (1 bedroom) outside of centre,232.34 €,204.01-272.01,232.34,"(204.01, 272.01)",204.01,272.01
saint vincent and the grenadines,rent per month,apartment (3 bedrooms) in city centre,"1,439.39 €","612.02-2,856.10",1.439,"(612.02, 2.856)",612.02,2.856
saint vincent and the grenadines,rent per month,apartment (3 bedrooms) outside of centre,532.69 €,476.02-612.02,532.69,"(476.02, 612.02)",476.02,612.02
saint vincent and the grenadines,buy apartment price,price per square meter to buy apartment in city centre,"1,006.46 €","548.98-1,463.94",1.006,"(548.98, 1.463)",548.98,1.463
saint vincent and the grenadines,buy apartment price,price per square meter to buy apartment outside of centre,640.48 €,548.98-731.97,640.48,"(548.98, 731.97)",548.98,731.97
saint vincent and the grenadines,salaries and financing,average monthly net salary (after tax),816.03 €,,816.03,,,
saint vincent and the grenadines,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",12.00,,12.0,,,
saint-pierre and miquelon,rent per month,apartment (1 bedroom) in city centre,750.00 €,,750.0,,,
saint-pierre and miquelon,rent per month,apartment (1 bedroom) outside of centre,700.00 €,,700.0,,,
saint-pierre and miquelon,rent per month,apartment (3 bedrooms) in city centre,"1,200.00 €",,1.2,,,
saint-pierre and miquelon,rent per month,apartment (3 bedrooms) outside of centre,"1,200.00 €",,1.2,,,
samoa,rent per month,apartment (1 bedroom) in city centre,321.62 €,,321.62,,,
samoa,rent per month,apartment (1 bedroom) outside of centre,137.84 €,,137.84,,,
samoa,rent per month,apartment (3 bedrooms) in city centre,643.23 €,,643.23,,,
samoa,rent per month,apartment (3 bedrooms) outside of centre,990.21 €,"459.45-1,520.97",990.21,"(459.45, 1.52)",459.45,1.52
samoa,buy apartment price,price per square meter to buy apartment in city centre,"22,607.80 €",,22.607,,,
samoa,buy apartment price,price per square meter to buy apartment outside of centre,"22,607.80 €",,22.607,,,
samoa,salaries and financing,average monthly net salary (after tax),551.34 €,,551.34,,,
san marino,rent per month,apartment (1 bedroom) in city centre,500.00 €,400.00-700.00,500.0,"(400.0, 700.0)",400.0,700.0
san marino,rent per month,apartment (1 bedroom) outside of centre,483.33 €,300.00-700.00,483.33,"(300.0, 700.0)",300.0,700.0
san marino,rent per month,apartment (3 bedrooms) in city centre,656.67 €,500.00-900.00,656.67,"(500.0, 900.0)",500.0,900.0
san marino,rent per month,apartment (3 bedrooms) outside of centre,666.67 €,450.00-900.00,666.67,"(450.0, 900.0)",450.0,900.0
san marino,buy apartment price,price per square meter to buy apartment in city centre,"2,900.00 €","2,500.00-3,500.00",2.9,"(500.0, 3.5)",500.0,3.5
san marino,buy apartment price,price per square meter to buy apartment outside of centre,"2,716.67 €","2,250.00-3,000.00",2.716,"(250.0, 3.0)",250.0,3.0
san marino,salaries and financing,average monthly net salary (after tax),"2,628.83 €",,2.628,,,
san marino,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.40,2.65-4.00,3.4,"(2.65, 4.0)",2.65,4.0
sao tome and principe,rent per month,apartment (1 bedroom) in city centre,233.33 €,100.00-300.00,233.33,"(100.0, 300.0)",100.0,300.0
sao tome and principe,rent per month,apartment (1 bedroom) outside of centre,163.33 €,90.00-200.00,163.33,"(90.0, 200.0)",90.0,200.0
sao tome and principe,rent per month,apartment (3 bedrooms) in city centre,575.00 €,400.00-750.00,575.0,"(400.0, 750.0)",400.0,750.0
sao tome and principe,rent per month,apartment (3 bedrooms) outside of centre,450.00 €,300.00-600.00,450.0,"(300.0, 600.0)",300.0,600.0
sao tome and principe,buy apartment price,price per square meter to buy apartment outside of centre,118.13 €,,118.13,,,
sao tome and principe,salaries and financing,average monthly net salary (after tax),388.75 €,,388.75,,,
sao tome and principe,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.38,,7.38,,,
saudi arabia,rent per month,apartment (1 bedroom) in city centre,455.25 €,"245.01-1,225.04",455.25,"(245.01, 1.225)",245.01,1.225
saudi arabia,rent per month,apartment (1 bedroom) outside of centre,377.10 €,196.01-980.03,377.1,"(196.01, 980.03)",196.01,980.03
saudi arabia,rent per month,apartment (3 bedrooms) in city centre,830.59 €,"441.01-2,205.07",830.59,"(441.01, 2.205)",441.01,2.205
saudi arabia,rent per month,apartment (3 bedrooms) outside of centre,600.12 €,"367.51-1,274.04",600.12,"(367.51, 1.274)",367.51,1.274
saudi arabia,buy apartment price,price per square meter to buy apartment in city centre,"1,630.03 €","735.02-3,185.10",1.63,"(735.02, 3.185)",735.02,3.185
saudi arabia,buy apartment price,price per square meter to buy apartment outside of centre,"1,024.91 €","490.01-2,128.25",1.024,"(490.01, 2.128)",490.01,2.128
saudi arabia,salaries and financing,average monthly net salary (after tax),"2,025.97 €",,2.025,,,
saudi arabia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.70,3.00-7.00,4.7,"(3.0, 7.0)",3.0,7.0
senegal,rent per month,apartment (1 bedroom) in city centre,776.49 €,"457.35-1,219.59",776.49,"(457.35, 1.219)",457.35,1.219
senegal,rent per month,apartment (1 bedroom) outside of centre,333.45 €,228.67-400.00,333.45,"(228.67, 400.0)",228.67,400.0
senegal,rent per month,apartment (3 bedrooms) in city centre,"2,071.78 €","1,295.82-3,963.67",2.071,"(295.82, 3.963)",295.82,3.963
senegal,rent per month,apartment (3 bedrooms) outside of centre,805.80 €,"533.57-1,219.59",805.8,"(533.57, 1.219)",533.57,1.219
senegal,buy apartment price,price per square meter to buy apartment in city centre,"2,096.17 €","1,524.49-2,286.74",2.096,"(524.49, 2.286)",524.49,2.286
senegal,buy apartment price,price per square meter to buy apartment outside of centre,"1,250.08 €","914.69-4,268.57",1.25,"(914.69, 4.268)",914.69,4.268
senegal,salaries and financing,average monthly net salary (after tax),346.75 €,,346.75,,,
senegal,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",8.19,6.50-9.00,8.19,"(6.5, 9.0)",6.5,9.0
serbia,rent per month,apartment (1 bedroom) in city centre,506.46 €,298.60-895.81,506.46,"(298.6, 895.81)",298.6,895.81
serbia,rent per month,apartment (1 bedroom) outside of centre,361.43 €,200.00-600.00,361.43,"(200.0, 600.0)",200.0,600.0
serbia,rent per month,apartment (3 bedrooms) in city centre,903.52 €,"450.00-1,600.00",903.52,"(450.0, 1.6)",450.0,1.6
serbia,rent per month,apartment (3 bedrooms) outside of centre,632.58 €,"341.26-1,023.78",632.58,"(341.26, 1.023)",341.26,1.023
serbia,buy apartment price,price per square meter to buy apartment in city centre,"2,918.02 €","1,706.30-4,436.39",2.918,"(706.3, 4.436)",706.3,4.436
serbia,buy apartment price,price per square meter to buy apartment outside of centre,"1,978.33 €","1,279.73-2,986.03",1.978,"(279.73, 2.986)",279.73,2.986
serbia,salaries and financing,average monthly net salary (after tax),776.48 €,,776.48,,,
serbia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.78,4.50-8.00,6.78,"(4.5, 8.0)",4.5,8.0
seychelles,rent per month,apartment (1 bedroom) in city centre,849.55 €,766.95-958.68,849.55,"(766.95, 958.68)",766.95,958.68
seychelles,rent per month,apartment (1 bedroom) outside of centre,732.90 €,575.21-950.00,732.9,"(575.21, 950.0)",575.21,950.0
seychelles,rent per month,apartment (3 bedrooms) in city centre,"1,746.79 €","1,597.81-2,300.00",1.746,"(597.81, 2.3)",597.81,2.3
seychelles,rent per month,apartment (3 bedrooms) outside of centre,"1,473.07 €","1,150.42-1,917.37",1.473,"(150.42, 1.917)",150.42,1.917
seychelles,buy apartment price,price per square meter to buy apartment in city centre,605.55 €,"127.82-1,038.83",605.55,"(127.82, 1.038)",127.82,1.038
seychelles,buy apartment price,price per square meter to buy apartment outside of centre,775.80 €,"519.41-1,032.19",775.8,"(519.41, 1.032)",519.41,1.032
seychelles,salaries and financing,average monthly net salary (after tax),715.13 €,,715.13,,,
seychelles,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",16.50,10.00-23.00,16.5,"(10.0, 23.0)",10.0,23.0
sierra leone,rent per month,apartment (1 bedroom) in city centre,"1,214.10 €","551.34-2,297.25",1.214,"(551.34, 2.297)",551.34,2.297
sierra leone,rent per month,apartment (1 bedroom) outside of centre,"1,159.35 €","813.23-1,837.80",1.159,"(813.23, 1.837)",813.23,1.837
sierra leone,rent per month,apartment (3 bedrooms) in city centre,"1,663.21 €","689.18-3,216.15",1.663,"(689.18, 3.216)",689.18,3.216
sierra leone,rent per month,apartment (3 bedrooms) outside of centre,91.89 €,,91.89,,,
sierra leone,buy apartment price,price per square meter to buy apartment in city centre,994.04 €,989.10-998.99,994.04,"(989.1, 998.99)",989.1,998.99
sierra leone,buy apartment price,price per square meter to buy apartment outside of centre,995.69 €,"989.10-1,008.88",995.69,"(989.1, 1.008)",989.1,1.008
sierra leone,salaries and financing,average monthly net salary (after tax),"1,179.25 €",,1.179,,,
singapore,rent per month,apartment (1 bedroom) in city centre,"2,715.76 €","1,721.50-3,442.99",2.715,"(721.5, 3.442)",721.5,3.442
singapore,rent per month,apartment (1 bedroom) outside of centre,"1,940.89 €","1,377.20-2,582.24",1.94,"(377.2, 2.582)",377.2,2.582
singapore,rent per month,apartment (3 bedrooms) in city centre,"5,356.57 €","3,442.99-7,574.58",5.356,"(442.99, 7.574)",442.99,7.574
singapore,rent per month,apartment (3 bedrooms) outside of centre,"3,354.05 €","2,410.09-4,820.19",3.354,"(410.09, 4.82)",410.09,4.82
singapore,buy apartment price,price per square meter to buy apartment in city centre,"20,463.50 €","16,306.42-27,424.44",20.463,"(306.42, 27.424)",306.42,27.424
singapore,buy apartment price,price per square meter to buy apartment outside of centre,"13,326.78 €","10,631.96-16,306.42",13.326,"(631.96, 16.306)",631.96,16.306
singapore,salaries and financing,average monthly net salary (after tax),"3,505.43 €",,3.505,,,
singapore,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.24,2.50-4.75,3.24,"(2.5, 4.75)",2.5,4.75
sint maarten,rent per month,apartment (1 bedroom) in city centre,980.30 €,"796.93-2,389.14",980.3,"(796.93, 2.389)",796.93,2.389
sint maarten,rent per month,apartment (1 bedroom) outside of centre,825.59 €,"637.55-1,837.80",825.59,"(637.55, 1.837)",637.55,1.837
sint maarten,rent per month,apartment (3 bedrooms) in city centre,"2,963.45 €","2,205.36-4,135.05",2.963,"(205.36, 4.135)",205.36,4.135
sint maarten,rent per month,apartment (3 bedrooms) outside of centre,"1,883.75 €","1,194.57-3,216.15",1.883,"(194.57, 3.216)",194.57,3.216
sint maarten,buy apartment price,price per square meter to buy apartment in city centre,"2,090.50 €","1,424.30-2,756.70",2.09,"(424.3, 2.756)",424.3,2.756
sint maarten,buy apartment price,price per square meter to buy apartment outside of centre,"1,102.68 €",,1.102,,,
sint maarten,salaries and financing,average monthly net salary (after tax),"1,612.42 €",,1.612,,,
sint maarten,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.83,5.00-6.50,5.83,"(5.0, 6.5)",5.0,6.5
slovakia,rent per month,apartment (1 bedroom) in city centre,606.20 €,400.00-900.00,606.2,"(400.0, 900.0)",400.0,900.0
slovakia,rent per month,apartment (1 bedroom) outside of centre,486.71 €,350.00-700.00,486.71,"(350.0, 700.0)",350.0,700.0
slovakia,rent per month,apartment (3 bedrooms) in city centre,990.14 €,"650.00-1,500.00",990.14,"(650.0, 1.5)",650.0,1.5
slovakia,rent per month,apartment (3 bedrooms) outside of centre,767.68 €,"550.00-1,200.00",767.68,"(550.0, 1.2)",550.0,1.2
slovakia,buy apartment price,price per square meter to buy apartment in city centre,"3,610.56 €","2,000.00-6,000.00",3.61,"(0.0, 6.0)",0.0,6.0
slovakia,buy apartment price,price per square meter to buy apartment outside of centre,"2,748.09 €","1,600.00-4,200.00",2.748,"(600.0, 4.2)",600.0,4.2
slovakia,salaries and financing,average monthly net salary (after tax),"1,143.69 €",,1.143,,,
slovakia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.30,3.50-5.00,4.3,"(3.5, 5.0)",3.5,5.0
slovenia,rent per month,apartment (1 bedroom) in city centre,694.36 €,"480.00-1,100.00",694.36,"(480.0, 1.1)",480.0,1.1
slovenia,rent per month,apartment (1 bedroom) outside of centre,576.27 €,350.00-850.00,576.27,"(350.0, 850.0)",350.0,850.0
slovenia,rent per month,apartment (3 bedrooms) in city centre,"1,305.21 €","850.00-2,100.00",1.305,"(850.0, 2.1)",850.0,2.1
slovenia,rent per month,apartment (3 bedrooms) outside of centre,"1,060.74 €","700.00-1,500.00",1.06,"(700.0, 1.5)",700.0,1.5
slovenia,buy apartment price,price per square meter to buy apartment in city centre,"4,375.00 €","2,800.00-6,000.00",4.375,"(800.0, 6.0)",800.0,6.0
slovenia,buy apartment price,price per square meter to buy apartment outside of centre,"3,477.93 €","2,300.00-4,500.00",3.477,"(300.0, 4.5)",300.0,4.5
slovenia,salaries and financing,average monthly net salary (after tax),"1,492.15 €",,1.492,,,
slovenia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.83,2.10-5.00,3.83,"(2.1, 5.0)",2.1,5.0
solomon islands,rent per month,apartment (1 bedroom) in city centre,478.00 €,382.37-655.49,478.0,"(382.37, 655.49)",382.37,655.49
solomon islands,rent per month,apartment (1 bedroom) outside of centre,430.16 €,"327.74-1,092.48",430.16,"(327.74, 1.092)",327.74,1.092
solomon islands,rent per month,apartment (3 bedrooms) in city centre,"1,028.75 €","546.24-1,638.72",1.028,"(546.24, 1.638)",546.24,1.638
solomon islands,rent per month,apartment (3 bedrooms) outside of centre,830.28 €,"436.99-2,731.20",830.28,"(436.99, 2.731)",436.99,2.731
solomon islands,buy apartment price,price per square meter to buy apartment in city centre,"76,473.58 €","76,473.58-76,473.58",76.473,"(473.58, 76.473)",473.58,76.473
solomon islands,buy apartment price,price per square meter to buy apartment outside of centre,"54,623.93 €","54,623.88-54,623.99",54.623,"(623.88, 54.623)",623.88,54.623
solomon islands,salaries and financing,average monthly net salary (after tax),326.38 €,,326.38,,,
solomon islands,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",16.33,10.00-20.00,16.33,"(10.0, 20.0)",10.0,20.0
somalia,rent per month,apartment (1 bedroom) in city centre,122.42 €,64.32-229.73,122.42,"(64.32, 229.73)",64.32,229.73
somalia,rent per month,apartment (1 bedroom) outside of centre,67.64 €,36.76-91.89,67.64,"(36.76, 91.89)",36.76,91.89
somalia,rent per month,apartment (3 bedrooms) in city centre,313.37 €,183.78-459.45,313.37,"(183.78, 459.45)",183.78,459.45
somalia,rent per month,apartment (3 bedrooms) outside of centre,172.14 €,137.84-321.62,172.14,"(137.84, 321.62)",137.84,321.62
somalia,buy apartment price,price per square meter to buy apartment in city centre,"10,418.54 €","2,940.48-45,945.00",10.418,"(940.48, 45.945)",940.48,45.945
somalia,buy apartment price,price per square meter to buy apartment outside of centre,"17,251.60 €","2,205.36-41,350.50",17.251,"(205.36, 41.35)",205.36,41.35
somalia,salaries and financing,average monthly net salary (after tax),295.72 €,,295.72,,,
somalia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",9.43,4.00-20.00,9.43,"(4.0, 20.0)",4.0,20.0
south africa,rent per month,apartment (1 bedroom) in city centre,413.17 €,252.43-757.30,413.17,"(252.43, 757.3)",252.43,757.3
south africa,rent per month,apartment (1 bedroom) outside of centre,332.83 €,227.19-504.87,332.83,"(227.19, 504.87)",227.19,504.87
south africa,rent per month,apartment (3 bedrooms) in city centre,822.51 €,"504.87-1,514.60",822.51,"(504.87, 1.514)",504.87,1.514
south africa,rent per month,apartment (3 bedrooms) outside of centre,648.08 €,"429.14-1,009.73",648.08,"(429.14, 1.009)",429.14,1.009
south africa,buy apartment price,price per square meter to buy apartment in city centre,927.06 €,"403.89-1,817.51",927.06,"(403.89, 1.817)",403.89,1.817
south africa,buy apartment price,price per square meter to buy apartment outside of centre,691.92 €,"457.44-1,363.14",691.92,"(457.44, 1.363)",457.44,1.363
south africa,salaries and financing,average monthly net salary (after tax),"1,183.55 €",,1.183,,,
south africa,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",11.60,9.42-13.50,11.6,"(9.42, 13.5)",9.42,13.5
south korea,rent per month,apartment (1 bedroom) in city centre,499.95 €,285.82-952.74,499.95,"(285.82, 952.74)",285.82,952.74
south korea,rent per month,apartment (1 bedroom) outside of centre,318.77 €,190.55-571.65,318.77,"(190.55, 571.65)",190.55,571.65
south korea,rent per month,apartment (3 bedrooms) in city centre,"1,346.39 €","635.16-3,048.78",1.346,"(635.16, 3.048)",635.16,3.048
south korea,rent per month,apartment (3 bedrooms) outside of centre,812.76 €,"444.61-1,587.90",812.76,"(444.61, 1.587)",444.61,1.587
south korea,buy apartment price,price per square meter to buy apartment in city centre,"11,978.49 €","4,446.13-24,136.14",11.978,"(446.13, 24.136)",446.13,24.136
south korea,buy apartment price,price per square meter to buy apartment outside of centre,"7,836.40 €","3,175.81-12,703.23",7.836,"(175.81, 12.703)",175.81,12.703
south korea,salaries and financing,average monthly net salary (after tax),"1,978.23 €",,1.978,,,
south korea,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.57,3.50-6.00,4.57,"(3.5, 6.0)",3.5,6.0
south sudan,rent per month,apartment (1 bedroom) in city centre,"3,216.15 €",,3.216,,,
south sudan,rent per month,apartment (1 bedroom) outside of centre,"2,481.03 €",,2.481,,,
south sudan,rent per month,apartment (3 bedrooms) in city centre,"11,119.61 €",,11.119,,,
south sudan,rent per month,apartment (3 bedrooms) outside of centre,"1,194.57 €",,1.194,,,
south sudan,buy apartment price,price per square meter to buy apartment in city centre,992.41 €,"459.45-1,525.37",992.41,"(459.45, 1.525)",459.45,1.525
south sudan,buy apartment price,price per square meter to buy apartment outside of centre,551.34 €,321.62-781.07,551.34,"(321.62, 781.07)",321.62,781.07
south sudan,salaries and financing,average monthly net salary (after tax),"1,859.24 €",,1.859,,,
south sudan,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",8.85,5.69-12.00,8.85,"(5.69, 12.0)",5.69,12.0
spain,rent per month,apartment (1 bedroom) in city centre,938.49 €,"600.00-1,500.00",938.49,"(600.0, 1.5)",600.0,1.5
spain,rent per month,apartment (1 bedroom) outside of centre,714.76 €,"450.00-1,011.23",714.76,"(450.0, 1.011)",450.0,1.011
spain,rent per month,apartment (3 bedrooms) in city centre,"1,469.65 €","900.00-2,500.00",1.469,"(900.0, 2.5)",900.0,2.5
spain,rent per month,apartment (3 bedrooms) outside of centre,"1,065.82 €","700.00-1,750.00",1.065,"(700.0, 1.75)",700.0,1.75
spain,buy apartment price,price per square meter to buy apartment in city centre,"3,648.75 €","2,000.00-6,565.64",3.648,"(0.0, 6.565)",0.0,6.565
spain,buy apartment price,price per square meter to buy apartment outside of centre,"2,284.56 €","1,271.43-4,500.00",2.284,"(271.43, 4.5)",271.43,4.5
spain,salaries and financing,average monthly net salary (after tax),"1,704.98 €",,1.704,,,
spain,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.52,2.70-4.50,3.52,"(2.7, 4.5)",2.7,4.5
sri lanka,rent per month,apartment (1 bedroom) in city centre,235.65 €,108.36-557.30,235.65,"(108.36, 557.3)",108.36,557.3
sri lanka,rent per month,apartment (1 bedroom) outside of centre,131.27 €,77.40-278.65,131.27,"(77.4, 278.65)",77.4,278.65
sri lanka,rent per month,apartment (3 bedrooms) in city centre,654.52 €,"185.77-1,393.25",654.52,"(185.77, 1.393)",185.77,1.393
sri lanka,rent per month,apartment (3 bedrooms) outside of centre,246.95 €,108.36-464.42,246.95,"(108.36, 464.42)",108.36,464.42
